real_name,par1,par2
0,0.55504637435837589354,-0.38402252136873304966
1,1.595197927750044542,-0.61633265119444868851
2,0.76234950338833273875,0.33527157558940368087
3,0.54319156737187790362,0.28296122349209162916
4,-0.53704911145801159655,-0.23194925424693968452
5,0.93614316495144378472,-0.68562523638952166394
6,0.86050409941174643702,-0.64342869653245116091
7,0.15437967031640076332,0.11001272061573830197
8,1.0471496179499029111,-0.95346539298176213872
9,1.7246594091188560682,0.1694105931443085078
10,-1.015762143054134814,-0.024246838084594990459
11,0.6197511880526660466,-0.1119107511555449963
12,1.8537705305203879824,-0.048173445384731006236
13,0.82980205668300988098,-0.80810562078916992057
14,1.2139724700819534142,-0.27955718078930502646
15,1.7795736515784013054,-0.78996420602861028293
16,1.4333320447692374788,-0.96610977058914215831
17,-0.76362469352791784161,-0.36452584658335462908
18,0.28726909425089214301,0.96008645550200488739
19,0.93508326694993304518,-0.63029344010362087225
base,0.77120861862224310279,-0.35854288499192998874
