real_name,par1,par2
0,1.1925350024745029476,1.8506306035030644086
1,1.0008404428624131377,0.66423109808867542014
2,0.90632490424891587466,0.80503698038671767101
3,1.2470207379668099001,1.5317557736772247079
4,1.1847227915831253231,1.1586899233777407936
5,1.1155723483089223791,1.6518354638832453141
6,1.1416394463873054121,1.4664678740496512876
7,0.77041854663601294639,0.34010073617888691988
8,1.2157577329500879326,1.7190237156846677191
9,1.2537563423407271923,1.3552082105520639743
10,1.1628269945497460292,1.1894637815326647434
11,1.1975129817721450465,1.4476936168362406487
12,1.340802256309426399,1.5832376228963205289
13,1.1773908833523198947,1.4349774238957411221
14,1.1982796868336547114,1.4225786914686930906
15,1.2215305611755795656,1.6469220318631356825
16,1.15214085143400502,0.92834107930208342729
17,1.1213440242887036113,1.2053498459558225075
18,1.1555671210888043277,1.8616263188947177465
19,1.0383065322180053958,1.0808392331374012674
base,1.1213904495225635038,1.2592930513509297263
